Employee_ID,Employee_Name,Department,Claim_Type,Claim_Amount,Approved_Amount,Claim_Status,Claim_Date,Approval_Date,Payment_Status,Payment_Method,Vendor
1663,Arjun Verma,IT,Wellness,17877,0,Rejected,2024-03-13,2024-03-17,Unpaid,Bank Transfer,Apollo Hospital
1664,Rohit Mehta,Sales,Pharmacy,13803,0,Rejected,2023-04-28,2023-05-08,Unpaid,Bank Transfer,Wellness Center
1665,Neha Khanna,Operations,Wellness,12199,0,Rejected,2023-10-18,2023-10-23,Paid,Payroll,Local Clinic
1666,Sneha Jain,HR,Wellness,12467,0,Pending,2023-03-31,2023-04-04,Paid,Payroll,Apollo Hospital
1667,Amit Mehta,Sales,Transport,4397,0,Rejected,2024-06-19,2024-06-20,Paid,Payroll,Local Clinic
1668,Neha Kapoor,Operations,Wellness,5982,0,Pending,2023-12-21,2023-12-29,Paid,Bank Transfer,Max Healthcare
1669,Arjun Gupta,Sales,Dental,14145,13210,Approved,2023-06-11,2023-06-15,Paid,Bank Transfer,Apollo Hospital
1670,Pooja Jain,Finance,Pharmacy,4800,0,Rejected,2023-11-23,2023-11-24,Paid,Bank Transfer,Local Clinic
1671,Pooja Agarwal,IT,Medical,13549,12582,Approved,2023-12-10,2023-12-17,Paid,Bank Transfer,Wellness Center
1672,Neha Malhotra,HR,Wellness,19150,18944,Approved,2024-03-03,2024-03-04,Paid,Bank Transfer,Max Healthcare
1673,Ankit Mehta,IT,Transport,15716,15462,Approved,2023-02-20,2023-02-24,Paid,Bank Transfer,Fortis
1674,Rahul Malhotra,Marketing,Medical,3548,0,Rejected,2024-03-28,2024-03-30,Unpaid,Payroll,Max Healthcare
1675,Rahul Verma,Marketing,Wellness,7329,0,Pending,2024-03-18,2024-03-22,Paid,Payroll,Fortis
1676,Amit Sharma,Operations,Wellness,6036,0,Rejected,2023-01-28,2023-02-06,Paid,Bank Transfer,Local Clinic
1677,Ankit Sharma,Finance,Wellness,17616,17167,Approved,2023-03-23,2023-03-28,Unpaid,Payroll,Local Clinic
1678,Karan Sharma,Sales,Medical,7955,6999,Approved,2023-10-24,2023-10-26,Unpaid,Bank Transfer,Apollo Hospital
1679,Priya Sharma,Marketing,Wellness,15722,14977,Approved,2023-05-30,2023-06-06,Unpaid,Payroll,Apollo Hospital
1680,Rohit Agarwal,Operations,Medical,5626,5428,Approved,2023-03-30,2023-04-09,Paid,Payroll,Apollo Hospital
1681,Sneha Verma,Marketing,Pharmacy,4446,0,Rejected,2023-09-18,2023-09-25,Paid,Bank Transfer,Max Healthcare
1682,Karan Agarwal,Finance,Wellness,9135,8999,Approved,2024-06-28,2024-07-08,Paid,Payroll,Local Clinic
1683,Karan Agarwal,HR,Wellness,19121,0,Pending,2023-09-22,2023-10-01,Paid,Bank Transfer,Wellness Center
1684,Neha Sharma,Operations,Transport,19717,18827,Approved,2023-07-19,2023-07-29,Paid,Bank Transfer,Fortis
1685,Karan Khanna,Finance,Dental,2278,0,Pending,2023-10-06,2023-10-10,Paid,Payroll,Apollo Hospital
1686,Neha Malhotra,Sales,Wellness,2168,0,Rejected,2024-02-01,2024-02-06,Paid,Payroll,Wellness Center
1687,Neha Bansal,HR,Medical,13304,13248,Approved,2023-10-14,2023-10-16,Unpaid,Payroll,Apollo Hospital
1688,Sneha Khanna,HR,Wellness,16779,16054,Approved,2024-01-27,2024-02-04,Paid,Payroll,Local Clinic
1689,Neha Khanna,Marketing,Medical,19865,0,Rejected,2023-09-28,2023-10-02,Paid,Payroll,Fortis
1690,Sneha Agarwal,Operations,Transport,9476,0,Pending,2024-07-22,2024-07-31,Unpaid,Bank Transfer,Wellness Center
1691,Rahul Gupta,HR,Pharmacy,14057,0,Pending,2024-04-15,2024-04-21,Paid,Payroll,Fortis
1692,Pooja Sharma,Operations,Medical,11039,10353,Approved,2024-07-17,2024-07-26,Unpaid,Payroll,Fortis
1693,Pooja Gupta,HR,Medical,6391,5690,Approved,2024-04-27,2024-04-29,Unpaid,Bank Transfer,Local Clinic
1694,Ankit Verma,IT,Pharmacy,15888,0,Pending,2023-01-13,2023-01-15,Paid,Payroll,Apollo Hospital
1695,Karan Jain,IT,Transport,7454,6894,Approved,2023-06-25,2023-06-29,Paid,Bank Transfer,Apollo Hospital
1696,Pooja Kapoor,HR,Pharmacy,6840,0,Pending,2024-03-30,2024-04-02,Unpaid,Bank Transfer,Apollo Hospital
1697,Amit Agarwal,HR,Dental,7641,6969,Approved,2023-03-23,2023-03-29,Paid,Payroll,Wellness Center
1698,Neha Agarwal,HR,Dental,2041,0,Pending,2023-03-17,2023-03-21,Unpaid,Payroll,Apollo Hospital
1699,Amit Kapoor,IT,Pharmacy,4842,0,Pending,2024-03-12,2024-03-16,Paid,Bank Transfer,Fortis
1700,Arjun Malhotra,Operations,Transport,5241,0,Pending,2024-08-09,2024-08-19,Unpaid,Bank Transfer,Wellness Center
1701,Arjun Jain,IT,Pharmacy,13086,12796,Approved,2023-12-27,2024-01-04,Unpaid,Bank Transfer,Wellness Center
1702,Priya Sharma,Sales,Dental,8439,0,Pending,2023-04-08,2023-04-09,Paid,Payroll,Fortis
1703,Amit Sharma,Operations,Transport,2181,0,Pending,2023-01-07,2023-01-17,Unpaid,Bank Transfer,Local Clinic
1704,Neha Khanna,Finance,Wellness,15578,0,Rejected,2023-12-21,2023-12-23,Paid,Bank Transfer,Local Clinic
1705,Karan Agarwal,IT,Transport,9052,8235,Approved,2024-01-18,2024-01-23,Paid,Payroll,Local Clinic
1706,Priya Khanna,HR,Wellness,18313,17336,Approved,2024-07-31,2024-08-03,Unpaid,Payroll,Max Healthcare
1707,Pooja Verma,Sales,Wellness,7747,0,Pending,2023-09-22,2023-09-26,Unpaid,Payroll,Fortis
1708,Arjun Mehta,HR,Pharmacy,7201,0,Pending,2024-03-02,2024-03-08,Paid,Payroll,Apollo Hospital
1709,Arjun Jain,IT,Dental,15443,14581,Approved,2024-03-30,2024-03-31,Paid,Payroll,Wellness Center
1710,Karan Agarwal,Marketing,Dental,12285,0,Rejected,2024-08-10,2024-08-18,Unpaid,Bank Transfer,Max Healthcare
1711,Arjun Khanna,IT,Transport,15368,0,Pending,2023-12-27,2023-12-31,Paid,Bank Transfer,Local Clinic
1712,Amit Verma,Operations,Pharmacy,5557,0,Rejected,2023-04-03,2023-04-04,Unpaid,Bank Transfer,Local Clinic
1713,Karan Bansal,Operations,Wellness,6804,0,Pending,2024-02-11,2024-02-15,Paid,Bank Transfer,Max Healthcare
1714,Karan Agarwal,HR,Wellness,14432,0,Pending,2024-05-07,2024-05-17,Unpaid,Payroll,Apollo Hospital
1715,Neha Sharma,Marketing,Transport,8212,7244,Approved,2024-06-16,2024-06-23,Paid,Bank Transfer,Max Healthcare
1716,Rohit Mehta,IT,Pharmacy,13205,0,Rejected,2023-12-13,2023-12-15,Paid,Payroll,Local Clinic
1717,Rohit Agarwal,Marketing,Pharmacy,9763,0,Pending,2023-02-15,2023-02-22,Unpaid,Payroll,Wellness Center
1718,Pooja Khanna,Finance,Medical,18901,0,Pending,2024-06-22,2024-07-01,Paid,Payroll,Fortis
1719,Karan Malhotra,IT,Dental,9266,8881,Approved,2023-04-09,2023-04-18,Paid,Bank Transfer,Fortis
1720,Arjun Gupta,Marketing,Pharmacy,19244,18680,Approved,2023-01-15,2023-01-21,Paid,Payroll,Apollo Hospital
1721,Pooja Mehta,HR,Pharmacy,18116,0,Rejected,2023-04-07,2023-04-09,Paid,Payroll,Wellness Center
1722,Priya Verma,Operations,Medical,11937,11528,Approved,2024-04-18,2024-04-20,Unpaid,Payroll,Apollo Hospital
1723,Amit Verma,Finance,Transport,18380,18297,Approved,2023-06-28,2023-06-30,Paid,Bank Transfer,Fortis
1724,Arjun Jain,Finance,Dental,735,0,Pending,2023-03-28,2023-03-29,Paid,Bank Transfer,Local Clinic
1725,Ankit Mehta,IT,Pharmacy,16780,15867,Approved,2023-05-25,2023-05-27,Paid,Bank Transfer,Wellness Center
1726,Priya Kapoor,HR,Wellness,16997,16873,Approved,2023-10-30,2023-11-06,Paid,Bank Transfer,Fortis
1727,Rohit Bansal,Marketing,Transport,8303,7789,Approved,2024-07-31,2024-08-03,Unpaid,Bank Transfer,Apollo Hospital
1728,Amit Bansal,Sales,Dental,731,237,Approved,2023-08-12,2023-08-20,Unpaid,Payroll,Wellness Center
1729,Arjun Sharma,Operations,Medical,5569,5069,Approved,2023-11-14,2023-11-23,Unpaid,Payroll,Apollo Hospital
1730,Karan Bansal,Operations,Medical,11698,0,Pending,2023-07-02,2023-07-11,Unpaid,Payroll,Local Clinic
1731,Arjun Malhotra,Finance,Medical,3447,0,Rejected,2024-07-11,2024-07-20,Paid,Bank Transfer,Fortis
1732,Sneha Verma,Sales,Pharmacy,13639,12873,Approved,2023-09-09,2023-09-15,Paid,Bank Transfer,Fortis
1733,Ankit Sharma,Operations,Wellness,5530,4609,Approved,2023-07-07,2023-07-15,Paid,Payroll,Local Clinic
1734,Neha Mehta,Sales,Wellness,12681,12324,Approved,2023-10-09,2023-10-10,Unpaid,Payroll,Max Healthcare
1735,Amit Jain,Finance,Dental,7867,0,Rejected,2023-09-04,2023-09-09,Unpaid,Bank Transfer,Max Healthcare
1736,Sneha Agarwal,Finance,Transport,6468,0,Rejected,2023-12-31,2024-01-08,Unpaid,Bank Transfer,Apollo Hospital
1737,Sneha Mehta,Finance,Wellness,11938,0,Pending,2023-12-01,2023-12-08,Unpaid,Bank Transfer,Max Healthcare
1738,Rohit Jain,Sales,Medical,19845,0,Rejected,2023-12-09,2023-12-16,Paid,Bank Transfer,Wellness Center
1739,Amit Agarwal,Sales,Medical,13776,0,Pending,2023-05-28,2023-06-02,Paid,Bank Transfer,Apollo Hospital
1740,Pooja Kapoor,Finance,Medical,4085,0,Rejected,2023-01-20,2023-01-28,Paid,Bank Transfer,Local Clinic
1741,Amit Verma,Marketing,Medical,13954,0,Rejected,2024-01-06,2024-01-07,Paid,Bank Transfer,Apollo Hospital
1742,Neha Agarwal,HR,Pharmacy,10294,10232,Approved,2024-03-17,2024-03-21,Paid,Bank Transfer,Wellness Center
1743,Karan Sharma,Finance,Dental,5492,0,Rejected,2023-02-23,2023-02-25,Unpaid,Payroll,Max Healthcare
1744,Pooja Kapoor,Sales,Wellness,9451,0,Pending,2023-01-18,2023-01-22,Unpaid,Bank Transfer,Apollo Hospital
1745,Rahul Kapoor,HR,Transport,3653,0,Pending,2024-07-03,2024-07-09,Paid,Payroll,Local Clinic
1746,Amit Agarwal,IT,Wellness,19359,0,Rejected,2023-06-03,2023-06-10,Paid,Payroll,Local Clinic
1747,Sneha Kapoor,IT,Transport,1542,0,Rejected,2024-02-08,2024-02-18,Paid,Payroll,Max Healthcare
1748,Rahul Khanna,Marketing,Medical,3751,0,Pending,2024-04-23,2024-04-25,Unpaid,Bank Transfer,Apollo Hospital
1749,Rahul Sharma,IT,Wellness,6927,6470,Approved,2023-09-24,2023-09-25,Unpaid,Payroll,Apollo Hospital
1750,Arjun Bansal,Finance,Wellness,16022,15525,Approved,2023-02-20,2023-02-22,Unpaid,Bank Transfer,Wellness Center
1751,Pooja Bansal,Finance,Medical,1462,0,Rejected,2023-04-09,2023-04-19,Paid,Bank Transfer,Apollo Hospital
1752,Arjun Malhotra,IT,Transport,11541,0,Pending,2023-12-10,2023-12-20,Unpaid,Bank Transfer,Local Clinic
1753,Karan Sharma,Sales,Transport,9083,0,Pending,2023-02-18,2023-02-25,Unpaid,Payroll,Max Healthcare
1754,Arjun Verma,IT,Medical,5679,0,Pending,2023-09-06,2023-09-12,Paid,Payroll,Max Healthcare
1755,Rahul Agarwal,Operations,Medical,1190,0,Pending,2023-10-10,2023-10-20,Paid,Payroll,Max Healthcare
1756,Pooja Kapoor,IT,Transport,5811,0,Pending,2023-04-29,2023-05-02,Paid,Payroll,Wellness Center
1757,Rahul Khanna,Finance,Dental,8880,8113,Approved,2023-07-20,2023-07-23,Unpaid,Payroll,Max Healthcare
1758,Arjun Jain,IT,Pharmacy,16835,16338,Approved,2024-01-02,2024-01-04,Paid,Payroll,Wellness Center
1759,Amit Khanna,Operations,Transport,12788,12427,Approved,2023-12-04,2023-12-05,Paid,Payroll,Wellness Center
1760,Sneha Mehta,Finance,Medical,12706,0,Rejected,2024-05-18,2024-05-27,Unpaid,Payroll,Apollo Hospital
1761,Sneha Agarwal,Sales,Medical,3785,3341,Approved,2023-03-24,2023-03-25,Unpaid,Bank Transfer,Apollo Hospital
1762,Ankit Jain,Sales,Wellness,4198,3779,Approved,2024-05-16,2024-05-22,Unpaid,Payroll,Fortis
1763,Priya Bansal,Operations,Dental,18079,0,Rejected,2024-03-28,2024-03-30,Paid,Payroll,Fortis
1764,Amit Mehta,HR,Transport,14319,0,Rejected,2023-04-03,2023-04-12,Unpaid,Payroll,Max Healthcare
1765,Rahul Jain,Sales,Pharmacy,3505,2781,Approved,2023-02-06,2023-02-09,Paid,Payroll,Wellness Center
1766,Rohit Sharma,Finance,Transport,12210,11862,Approved,2023-12-14,2023-12-22,Unpaid,Bank Transfer,Fortis
1767,Arjun Khanna,Marketing,Medical,7339,6658,Approved,2024-06-27,2024-07-07,Paid,Payroll,Max Healthcare
1768,Karan Verma,Sales,Wellness,894,635,Approved,2024-02-12,2024-02-16,Unpaid,Payroll,Local Clinic
1769,Sneha Malhotra,Sales,Wellness,3369,0,Rejected,2024-06-06,2024-06-13,Paid,Bank Transfer,Fortis
1770,Rohit Bansal,Operations,Pharmacy,2250,0,Pending,2023-05-26,2023-05-27,Unpaid,Bank Transfer,Max Healthcare
1771,Pooja Kapoor,HR,Wellness,14666,0,Rejected,2023-12-19,2023-12-23,Unpaid,Payroll,Apollo Hospital
1772,Karan Mehta,Sales,Wellness,10048,0,Rejected,2023-11-16,2023-11-18,Paid,Payroll,Local Clinic
1773,Karan Malhotra,Finance,Transport,18129,0,Pending,2023-08-24,2023-08-30,Paid,Payroll,Apollo Hospital
1774,Ankit Kapoor,Operations,Medical,1695,0,Rejected,2023-01-29,2023-02-04,Paid,Bank Transfer,Apollo Hospital
1775,Rohit Gupta,Finance,Pharmacy,17152,0,Pending,2023-06-27,2023-07-03,Paid,Bank Transfer,Local Clinic
1776,Rahul Bansal,Marketing,Medical,5845,0,Pending,2023-07-15,2023-07-22,Unpaid,Bank Transfer,Wellness Center
1777,Pooja Mehta,Sales,Wellness,4716,4629,Approved,2024-05-13,2024-05-23,Paid,Bank Transfer,Fortis
1778,Ankit Mehta,Marketing,Wellness,13408,12988,Approved,2023-01-22,2023-01-28,Paid,Payroll,Wellness Center
1779,Ankit Malhotra,Operations,Dental,5110,0,Pending,2024-03-03,2024-03-06,Paid,Bank Transfer,Wellness Center
1780,Pooja Gupta,IT,Dental,6672,0,Rejected,2024-02-22,2024-02-23,Paid,Payroll,Max Healthcare
1781,Arjun Mehta,Finance,Dental,19705,0,Pending,2024-03-21,2024-03-27,Paid,Bank Transfer,Apollo Hospital
1782,Ankit Malhotra,Finance,Pharmacy,5203,4810,Approved,2024-04-27,2024-04-28,Paid,Payroll,Apollo Hospital
1783,Arjun Jain,IT,Pharmacy,18281,0,Rejected,2023-06-23,2023-07-02,Unpaid,Payroll,Max Healthcare
1784,Amit Malhotra,Marketing,Medical,4034,0,Rejected,2024-03-31,2024-04-07,Paid,Payroll,Fortis
1785,Sneha Kapoor,HR,Dental,9082,0,Rejected,2023-09-22,2023-09-24,Unpaid,Bank Transfer,Wellness Center
1786,Rohit Khanna,IT,Wellness,9740,0,Pending,2023-04-05,2023-04-06,Paid,Payroll,Local Clinic
1787,Rahul Jain,Sales,Wellness,5065,4238,Approved,2023-08-02,2023-08-05,Unpaid,Bank Transfer,Local Clinic
1788,Pooja Sharma,Operations,Dental,17014,0,Rejected,2023-07-03,2023-07-09,Unpaid,Bank Transfer,Apollo Hospital
1789,Rohit Mehta,Sales,Medical,8533,0,Pending,2023-07-01,2023-07-02,Paid,Bank Transfer,Max Healthcare
1790,Karan Gupta,Sales,Pharmacy,19756,0,Rejected,2023-10-23,2023-10-26,Paid,Bank Transfer,Wellness Center
1791,Rohit Khanna,Marketing,Pharmacy,10930,0,Pending,2023-02-07,2023-02-09,Paid,Payroll,Wellness Center
1792,Sneha Gupta,Operations,Medical,11692,0,Pending,2024-07-26,2024-07-30,Paid,Payroll,Fortis
1793,Priya Malhotra,HR,Dental,11014,0,Rejected,2024-03-07,2024-03-16,Unpaid,Payroll,Fortis
1794,Pooja Agarwal,Marketing,Pharmacy,15215,0,Pending,2023-02-09,2023-02-17,Unpaid,Payroll,Apollo Hospital
1795,Amit Khanna,HR,Wellness,17996,0,Pending,2024-08-11,2024-08-15,Unpaid,Bank Transfer,Apollo Hospital
1796,Rahul Verma,IT,Medical,10601,10049,Approved,2023-08-21,2023-08-31,Paid,Payroll,Local Clinic
1797,Priya Kapoor,Finance,Dental,6867,0,Rejected,2024-04-06,2024-04-08,Paid,Payroll,Apollo Hospital
1798,Ankit Mehta,IT,Pharmacy,19314,0,Pending,2024-02-14,2024-02-22,Paid,Payroll,Fortis
1799,Priya Kapoor,Marketing,Medical,11292,0,Rejected,2023-03-30,2023-04-07,Paid,Payroll,Fortis
1800,Ankit Sharma,Operations,Medical,11967,11395,Approved,2024-08-14,2024-08-22,Unpaid,Bank Transfer,Max Healthcare
1801,Pooja Verma,Marketing,Dental,3986,0,Rejected,2023-01-30,2023-02-05,Unpaid,Bank Transfer,Apollo Hospital
1802,Priya Jain,Marketing,Dental,10715,0,Rejected,2024-08-15,2024-08-18,Paid,Bank Transfer,Apollo Hospital
1803,Pooja Mehta,Operations,Pharmacy,16489,0,Pending,2024-03-05,2024-03-12,Paid,Payroll,Max Healthcare
1804,Karan Gupta,HR,Wellness,16202,16032,Approved,2024-03-30,2024-04-08,Paid,Payroll,Max Healthcare
1805,Priya Verma,Sales,Dental,17891,0,Pending,2024-06-15,2024-06-19,Paid,Payroll,Fortis
1806,Karan Kapoor,Finance,Dental,15998,0,Rejected,2023-06-15,2023-06-16,Paid,Bank Transfer,Wellness Center
1807,Rahul Mehta,Operations,Transport,4420,0,Rejected,2023-02-07,2023-02-14,Unpaid,Bank Transfer,Wellness Center
1808,Karan Khanna,Finance,Dental,9342,9013,Approved,2023-09-18,2023-09-26,Unpaid,Bank Transfer,Apollo Hospital
1809,Rahul Sharma,Marketing,Pharmacy,19877,19705,Approved,2024-02-02,2024-02-07,Unpaid,Bank Transfer,Wellness Center
1810,Ankit Kapoor,Marketing,Dental,11850,0,Rejected,2024-05-06,2024-05-14,Unpaid,Bank Transfer,Local Clinic
1811,Rohit Khanna,Marketing,Dental,16815,16694,Approved,2024-01-07,2024-01-13,Unpaid,Payroll,Wellness Center
1812,Neha Sharma,Sales,Pharmacy,13931,0,Pending,2023-06-22,2023-06-29,Unpaid,Bank Transfer,Apollo Hospital
1813,Rahul Jain,Marketing,Dental,11115,0,Rejected,2023-05-10,2023-05-17,Paid,Bank Transfer,Apollo Hospital
1814,Arjun Gupta,Sales,Dental,12759,12119,Approved,2024-02-27,2024-03-07,Unpaid,Payroll,Fortis
1815,Priya Kapoor,HR,Dental,4880,0,Pending,2024-07-27,2024-07-29,Unpaid,Bank Transfer,Apollo Hospital
1816,Sneha Malhotra,Marketing,Transport,4729,0,Pending,2024-01-05,2024-01-10,Unpaid,Payroll,Wellness Center
1817,Priya Mehta,Marketing,Wellness,9949,8969,Approved,2024-08-12,2024-08-15,Paid,Payroll,Local Clinic
1818,Pooja Verma,Operations,Wellness,11931,0,Pending,2023-02-17,2023-02-18,Unpaid,Bank Transfer,Fortis
1819,Neha Gupta,Operations,Medical,3136,0,Rejected,2023-06-14,2023-06-15,Unpaid,Bank Transfer,Fortis
1820,Priya Mehta,Finance,Medical,9940,0,Pending,2023-10-07,2023-10-09,Unpaid,Payroll,Fortis
1821,Priya Sharma,IT,Wellness,13992,13522,Approved,2024-02-22,2024-02-25,Unpaid,Bank Transfer,Apollo Hospital
1822,Amit Khanna,IT,Medical,10477,0,Pending,2023-12-24,2024-01-02,Paid,Bank Transfer,Fortis
1823,Ankit Verma,Finance,Transport,13196,0,Pending,2024-03-15,2024-03-16,Unpaid,Bank Transfer,Wellness Center
1824,Pooja Agarwal,Finance,Medical,15699,0,Pending,2023-06-28,2023-07-05,Paid,Bank Transfer,Fortis
1825,Pooja Bansal,IT,Dental,19644,19468,Approved,2023-01-22,2023-01-28,Unpaid,Bank Transfer,Fortis
1826,Sneha Gupta,HR,Dental,19285,0,Rejected,2023-04-05,2023-04-07,Paid,Bank Transfer,Local Clinic
1827,Karan Agarwal,Operations,Medical,3278,0,Rejected,2023-04-10,2023-04-15,Paid,Bank Transfer,Max Healthcare
1828,Amit Bansal,Sales,Medical,17722,17435,Approved,2023-02-12,2023-02-18,Unpaid,Payroll,Apollo Hospital
1829,Amit Kapoor,Marketing,Dental,15026,0,Rejected,2023-03-12,2023-03-17,Unpaid,Bank Transfer,Local Clinic
1830,Rahul Kapoor,Marketing,Pharmacy,15815,0,Rejected,2024-01-18,2024-01-25,Paid,Payroll,Apollo Hospital
1831,Rahul Khanna,IT,Wellness,11775,11019,Approved,2023-08-13,2023-08-18,Paid,Bank Transfer,Wellness Center
1832,Rohit Mehta,HR,Wellness,9177,0,Rejected,2024-06-15,2024-06-17,Paid,Bank Transfer,Local Clinic
1833,Arjun Malhotra,Operations,Wellness,17273,16440,Approved,2024-01-28,2024-02-05,Paid,Payroll,Local Clinic
1834,Priya Jain,IT,Wellness,14126,0,Rejected,2023-02-28,2023-03-09,Unpaid,Bank Transfer,Wellness Center
1835,Sneha Jain,Operations,Wellness,4687,4275,Approved,2024-03-05,2024-03-10,Unpaid,Bank Transfer,Fortis
1836,Amit Sharma,Operations,Transport,13492,0,Rejected,2023-03-17,2023-03-24,Paid,Payroll,Max Healthcare
1837,Rohit Jain,Finance,Wellness,1022,724,Approved,2024-02-11,2024-02-20,Unpaid,Payroll,Wellness Center
1838,Sneha Bansal,Marketing,Wellness,10257,0,Pending,2024-08-15,2024-08-22,Unpaid,Payroll,Apollo Hospital
1839,Neha Mehta,Marketing,Transport,6143,5478,Approved,2023-09-06,2023-09-10,Paid,Payroll,Fortis
1840,Priya Sharma,Finance,Medical,13355,0,Rejected,2023-09-30,2023-10-03,Unpaid,Payroll,Local Clinic
1841,Ankit Gupta,Finance,Medical,10693,9811,Approved,2024-04-26,2024-04-27,Paid,Bank Transfer,Fortis
1842,Neha Kapoor,Finance,Pharmacy,15368,0,Rejected,2023-06-04,2023-06-14,Paid,Bank Transfer,Max Healthcare
1843,Arjun Verma,Operations,Pharmacy,19755,19717,Approved,2023-06-29,2023-07-06,Paid,Payroll,Wellness Center
1844,Amit Jain,Marketing,Wellness,1355,1222,Approved,2024-02-23,2024-03-02,Unpaid,Bank Transfer,Local Clinic
1845,Ankit Malhotra,Sales,Pharmacy,17384,16751,Approved,2023-11-13,2023-11-14,Paid,Payroll,Apollo Hospital
1846,Neha Khanna,HR,Pharmacy,13587,0,Rejected,2023-06-08,2023-06-12,Paid,Payroll,Local Clinic
1847,Rahul Verma,Sales,Dental,17549,0,Pending,2024-05-21,2024-05-23,Paid,Bank Transfer,Local Clinic
1848,Karan Gupta,Finance,Dental,3641,3072,Approved,2023-07-12,2023-07-20,Unpaid,Payroll,Max Healthcare
1849,Arjun Bansal,IT,Pharmacy,6226,0,Rejected,2023-12-24,2023-12-28,Paid,Bank Transfer,Wellness Center
1850,Karan Malhotra,Sales,Dental,11115,0,Pending,2023-03-04,2023-03-12,Unpaid,Bank Transfer,Max Healthcare
1851,Ankit Bansal,Sales,Pharmacy,15023,0,Rejected,2023-02-23,2023-02-24,Unpaid,Bank Transfer,Fortis
1852,Priya Jain,Finance,Pharmacy,4063,3986,Approved,2024-01-28,2024-01-31,Unpaid,Payroll,Wellness Center
1853,Neha Agarwal,HR,Dental,19844,0,Rejected,2024-07-08,2024-07-09,Unpaid,Payroll,Max Healthcare
1854,Rahul Malhotra,Finance,Wellness,8329,0,Pending,2024-05-18,2024-05-23,Paid,Payroll,Max Healthcare
1855,Priya Sharma,HR,Pharmacy,8648,0,Rejected,2023-02-09,2023-02-12,Paid,Bank Transfer,Apollo Hospital
1856,Pooja Mehta,IT,Pharmacy,16784,0,Pending,2023-02-02,2023-02-04,Paid,Payroll,Max Healthcare
1857,Pooja Kapoor,Sales,Pharmacy,1134,794,Approved,2023-11-10,2023-11-13,Paid,Payroll,Fortis
1858,Priya Khanna,Marketing,Transport,12054,0,Rejected,2024-02-25,2024-02-27,Paid,Bank Transfer,Wellness Center
1859,Rohit Sharma,Operations,Wellness,3496,0,Pending,2024-05-19,2024-05-25,Unpaid,Bank Transfer,Apollo Hospital
1860,Rahul Khanna,Marketing,Wellness,9402,0,Pending,2023-04-28,2023-05-04,Unpaid,Payroll,Wellness Center
1861,Rahul Sharma,Sales,Wellness,11814,11290,Approved,2023-04-03,2023-04-09,Unpaid,Payroll,Local Clinic
1862,Rahul Gupta,Operations,Dental,1318,737,Approved,2023-09-17,2023-09-24,Paid,Payroll,Local Clinic
1863,Arjun Sharma,Operations,Dental,8978,0,Rejected,2023-03-26,2023-03-27,Unpaid,Bank Transfer,Wellness Center
1864,Ankit Malhotra,HR,Medical,9975,0,Pending,2023-04-24,2023-05-03,Paid,Bank Transfer,Local Clinic
1865,Neha Khanna,IT,Dental,4089,0,Pending,2023-06-25,2023-07-04,Unpaid,Bank Transfer,Max Healthcare
1866,Karan Khanna,Finance,Medical,2436,0,Rejected,2023-06-14,2023-06-19,Paid,Payroll,Fortis
1867,Ankit Kapoor,Finance,Wellness,18516,0,Pending,2024-07-22,2024-07-25,Paid,Payroll,Apollo Hospital
1868,Rohit Bansal,HR,Transport,9546,9055,Approved,2024-07-09,2024-07-17,Paid,Payroll,Local Clinic
1869,Ankit Sharma,Sales,Pharmacy,12860,0,Pending,2024-01-22,2024-01-24,Paid,Payroll,Local Clinic
1870,Neha Bansal,Finance,Medical,9161,9073,Approved,2023-10-24,2023-11-02,Unpaid,Payroll,Max Healthcare
1871,Karan Verma,IT,Transport,9872,0,Pending,2023-09-10,2023-09-20,Paid,Bank Transfer,Apollo Hospital
1872,Rahul Gupta,Operations,Medical,10934,10071,Approved,2023-10-30,2023-11-02,Paid,Bank Transfer,Wellness Center
1873,Ankit Bansal,Operations,Pharmacy,15857,0,Pending,2023-12-04,2023-12-07,Paid,Bank Transfer,Wellness Center
1874,Rahul Agarwal,Sales,Wellness,12796,0,Rejected,2024-01-06,2024-01-09,Paid,Bank Transfer,Apollo Hospital
1875,Pooja Gupta,HR,Medical,10003,9610,Approved,2023-12-23,2023-12-30,Unpaid,Bank Transfer,Max Healthcare
1876,Neha Kapoor,Finance,Transport,2592,0,Rejected,2023-04-22,2023-04-24,Paid,Bank Transfer,Apollo Hospital
1877,Rahul Agarwal,HR,Pharmacy,5692,5432,Approved,2023-12-24,2024-01-02,Paid,Bank Transfer,Max Healthcare
1878,Priya Verma,Marketing,Pharmacy,16660,0,Pending,2023-08-15,2023-08-24,Paid,Bank Transfer,Fortis
1879,Pooja Gupta,Marketing,Pharmacy,11618,10929,Approved,2023-06-26,2023-07-01,Unpaid,Bank Transfer,Local Clinic
1880,Pooja Kapoor,Marketing,Pharmacy,11545,0,Rejected,2023-09-17,2023-09-18,Paid,Bank Transfer,Local Clinic
1881,Pooja Bansal,Operations,Medical,7492,6610,Approved,2023-02-17,2023-02-21,Paid,Payroll,Apollo Hospital
1882,Pooja Khanna,IT,Dental,19609,18658,Approved,2024-02-07,2024-02-10,Paid,Bank Transfer,Fortis
1883,Priya Agarwal,Finance,Wellness,2798,0,Rejected,2023-02-04,2023-02-05,Paid,Payroll,Fortis
